order_id,customer_id,order_date,order_status,total_amount
720,2,11/21/2025,Ready,8.0
721,74,11/16/2025,Ready,30.0
722,21,11/29/2025,Cancelled,8.0
723,16,11/15/2025,Ready,7.0
724,93,12/4/2025,Cancelled,5.0
725,9,12/9/2025,Ready,17.0
726,44,12/1/2025,Ready,19.0
727,7,12/9/2025,Ready,15.0
728,66,12/5/2025,Ready,5.0
729,47,11/13/2025,Ready,15.0
730,78,11/17/2025,Ready,22.0
731,70,11/15/2025,Ready,10.0
732,66,11/24/2025,Ready,4.0
733,47,11/23/2025,Ready,13.0
734,23,12/3/2025,Ready,34.0
735,52,11/28/2025,Ready,6.0
736,23,12/9/2025,Cancelled,5.0
737,79,11/24/2025,Ready,8.0
738,79,11/29/2025,Ready,5.0
739,29,11/17/2025,Ready,8.0
740,19,12/2/2025,Ready,7.0
741,86,11/15/2025,Ready,8.0
742,36,12/5/2025,Ready,13.0
743,75,11/29/2025,Ready,6.0
744,51,12/10/2025,Ready,4.0
745,31,11/19/2025,Ready,6.0
746,19,12/2/2025,Ready,21.0
747,38,12/8/2025,Ready,20.0
748,24,11/12/2025,Ready,15.0
749,47,11/22/2025,Ready,7.0
750,13,11/27/2025,Ready,13.0
751,53,11/14/2025,Ready,28.0
752,78,12/7/2025,Ready,4.0
753,9,12/8/2025,Ready,24.0
754,83,12/6/2025,Ready,31.0
755,48,11/22/2025,Ready,16.0
756,90,12/4/2025,Cancelled,8.0
757,33,12/1/2025,Cancelled,4.0
758,6,12/6/2025,Ready,6.0
759,28,12/7/2025,Ready,5.0
760,46,11/16/2025,Cancelled,8.0
761,78,12/4/2025,Ready,25.0
762,45,12/10/2025,Ready,5.0
763,26,12/8/2025,Ready,23.0
764,81,12/4/2025,Ready,5.0
765,61,11/24/2025,Ready,8.0
766,58,11/19/2025,Ready,26.0
767,39,11/29/2025,Cancelled,8.0
768,67,11/22/2025,Ready,7.0
769,92,12/2/2025,Ready,7.0
770,1,11/30/2025,Ready,24.0
771,56,11/24/2025,Ready,27.0
772,74,11/18/2025,Ready,8.0
773,26,11/11/2025,Ready,6.0
774,89,12/1/2025,Ready,17.0
775,57,11/28/2025,Ready,30.0
776,62,11/20/2025,Ready,4.0
777,7,11/19/2025,Ready,32.0
778,41,11/27/2025,Ready,8.0
779,44,11/12/2025,Ready,5.0
780,67,12/3/2025,Ready,30.0
781,61,12/6/2025,Ready,7.0
782,78,12/8/2025,Ready,11.0
783,51,11/11/2025,Ready,28.0
784,56,11/25/2025,Ready,6.0
785,96,11/17/2025,Ready,4.0
786,52,11/15/2025,Ready,27.0
787,26,11/20/2025,Cancelled,17.0
788,24,12/8/2025,Ready,28.0
789,12,11/16/2025,Ready,16.0
790,9,11/13/2025,Ready,16.0
791,20,11/18/2025,Ready,12.0
792,84,11/13/2025,Ready,4.0
793,44,11/23/2025,Ready,12.0
794,67,12/1/2025,Ready,30.0
795,65,12/1/2025,Ready,28.0
796,98,11/28/2025,Ready,14.0
797,27,11/30/2025,Ready,29.0
798,70,11/23/2025,Cancelled,18.0
799,21,12/10/2025,Ready,25.0
800,4,11/22/2025,Ready,4.0
801,71,11/21/2025,Ready,8.0
802,14,11/26/2025,Ready,6.0
803,37,11/13/2025,Ready,4.0
804,2,11/25/2025,Ready,5.0
805,57,11/17/2025,Ready,18.0
806,37,11/16/2025,Ready,4.0
807,27,12/8/2025,Ready,6.0
808,55,11/11/2025,Cancelled,33.0
809,79,11/23/2025,Ready,12.0
810,38,12/2/2025,Cancelled,7.0
811,49,11/13/2025,Ready,20.0
812,30,11/21/2025,Ready,7.0
813,31,12/3/2025,Ready,8.0
814,24,12/1/2025,Ready,10.0
815,87,12/8/2025,Cancelled,8.0
816,11,11/15/2025,Cancelled,14.0
817,63,12/6/2025,Ready,10.0
818,56,11/16/2025,Ready,6.0
819,92,12/2/2025,Ready,5.0
820,24,11/13/2025,Ready,7.0
821,57,11/23/2025,Ready,5.0
822,11,11/26/2025,Ready,12.0
823,32,12/5/2025,Ready,22.0
824,5,11/27/2025,Ready,7.0
825,67,12/2/2025,Cancelled,12.0
826,89,11/17/2025,Ready,25.0
827,62,11/26/2025,Ready,5.0
828,63,12/1/2025,Ready,32.0
829,42,11/21/2025,Ready,20.0
830,55,12/2/2025,Ready,7.0
831,90,11/15/2025,Ready,27.0
832,26,11/28/2025,Ready,35.0
833,45,12/10/2025,Ready,7.0
834,81,12/7/2025,Cancelled,15.0
835,9,11/20/2025,Cancelled,6.0
836,31,11/13/2025,Cancelled,34.0
837,89,11/20/2025,Ready,7.0
838,19,12/3/2025,Ready,6.0
839,61,11/12/2025,Ready,7.0
840,9,11/24/2025,Ready,33.0
841,27,11/16/2025,Ready,8.0
842,58,12/6/2025,Ready,11.0
843,29,11/12/2025,Ready,6.0
844,9,11/29/2025,Ready,27.0
845,93,12/4/2025,Ready,28.0
846,7,11/12/2025,Ready,5.0
847,57,12/4/2025,Ready,32.0
848,85,11/29/2025,Cancelled,7.0
849,15,11/22/2025,Ready,29.0
850,21,11/17/2025,Ready,4.0
851,41,12/5/2025,Cancelled,17.0
852,48,11/28/2025,Ready,15.0
853,20,11/22/2025,Ready,5.0
854,78,12/7/2025,Ready,28.0
855,22,12/9/2025,Ready,6.0
856,89,11/12/2025,Ready,16.0
857,31,12/10/2025,Ready,4.0
858,48,11/24/2025,Ready,4.0
859,92,11/17/2025,Cancelled,4.0
860,18,11/17/2025,Ready,5.0
861,57,11/17/2025,Cancelled,21.0
862,6,12/3/2025,Ready,24.0
863,70,12/5/2025,Ready,4.0
864,14,11/22/2025,Ready,4.0
865,19,11/25/2025,Ready,22.0
866,87,12/9/2025,Cancelled,14.0
867,38,11/21/2025,Ready,33.0
868,96,11/28/2025,Cancelled,9.0
869,51,11/13/2025,Ready,6.0
870,57,11/21/2025,Cancelled,8.0
871,48,11/29/2025,Ready,7.0
872,61,12/9/2025,Ready,4.0
873,92,12/2/2025,Ready,4.0
874,69,11/13/2025,Ready,7.0
875,85,11/20/2025,Ready,4.0
876,16,11/12/2025,Cancelled,7.0
877,54,12/2/2025,Ready,6.0
878,1,12/9/2025,Ready,8.0
879,97,11/24/2025,Cancelled,14.0
880,1,11/19/2025,Cancelled,20.0
881,21,11/17/2025,Ready,6.0
882,53,11/29/2025,Ready,7.0
883,100,11/14/2025,Ready,30.0
884,77,12/10/2025,Ready,6.0
885,49,11/22/2025,Ready,25.0
886,95,11/17/2025,Ready,4.0
887,35,11/28/2025,Ready,6.0
888,83,12/7/2025,Ready,8.0
889,98,11/23/2025,Ready,5.0
890,68,11/24/2025,Ready,5.0
891,2,11/11/2025,Cancelled,13.0
892,14,11/25/2025,Cancelled,7.0
893,77,11/14/2025,Ready,5.0
894,67,11/21/2025,Ready,4.0
895,23,11/11/2025,Ready,13.0
896,42,12/1/2025,Ready,4.0
897,68,11/23/2025,Ready,6.0
898,19,12/9/2025,Cancelled,4.0
899,41,11/18/2025,Cancelled,12.0
900,58,12/9/2025,Ready,16.0
901,8,11/30/2025,Cancelled,10.0
902,5,11/21/2025,Ready,8.0
903,29,11/19/2025,Cancelled,4.0
904,90,11/15/2025,Cancelled,8.0
905,10,11/19/2025,Ready,10.0
906,44,12/7/2025,Cancelled,5.0
907,79,11/16/2025,Cancelled,4.0
908,41,11/24/2025,Ready,7.0
909,84,11/15/2025,Ready,7.0
910,45,11/11/2025,Ready,8.0
911,77,12/1/2025,Ready,34.0
912,71,11/15/2025,Ready,9.0
913,7,11/11/2025,Cancelled,7.0
914,62,11/24/2025,Ready,10.0
915,19,11/25/2025,Ready,8.0
916,26,11/29/2025,Ready,5.0
917,47,11/21/2025,Ready,4.0
918,50,11/15/2025,Ready,32.0
919,78,12/5/2025,Cancelled,13.0
920,80,11/20/2025,Ready,24.0
921,100,12/5/2025,Ready,10.0
922,28,11/28/2025,Ready,5.0
923,100,11/25/2025,Cancelled,10.0
924,66,12/7/2025,Ready,14.0
925,53,11/14/2025,Ready,5.0
926,84,11/30/2025,Ready,4.0
927,71,12/7/2025,Ready,13.0
928,30,11/28/2025,Cancelled,4.0
929,33,11/30/2025,Ready,6.0
930,32,12/5/2025,Ready,6.0
931,70,11/19/2025,Ready,6.0
932,2,11/27/2025,Ready,4.0
933,21,11/12/2025,Cancelled,13.0
934,72,11/24/2025,Ready,4.0
935,70,11/17/2025,Cancelled,7.0
936,95,11/22/2025,Ready,4.0
937,24,12/7/2025,Ready,31.0
938,61,12/10/2025,Ready,7.0
939,93,12/6/2025,Ready,5.0
940,55,12/8/2025,Ready,5.0
941,3,11/15/2025,Ready,12.0
942,15,11/17/2025,Ready,7.0
943,6,12/10/2025,Ready,7.0
944,37,11/27/2025,Ready,8.0
945,81,11/27/2025,Ready,16.0
946,15,11/14/2025,Ready,6.0
947,42,11/23/2025,Cancelled,33.0
948,16,12/6/2025,Ready,7.0
949,51,11/16/2025,Ready,6.0
950,18,12/5/2025,Ready,4.0
951,9,11/16/2025,Ready,4.0
952,76,11/22/2025,Cancelled,7.0
953,75,11/13/2025,Cancelled,28.0
954,54,11/26/2025,Cancelled,28.0
955,80,11/27/2025,Ready,7.0
956,27,11/20/2025,Cancelled,30.0
957,27,11/19/2025,Ready,6.0
958,92,11/18/2025,Ready,7.0
959,53,11/29/2025,Ready,5.0
960,71,11/30/2025,Ready,5.0
961,40,11/19/2025,Cancelled,22.0
962,84,11/26/2025,Cancelled,4.0
963,11,11/19/2025,Ready,16.0
964,64,11/12/2025,Ready,25.0
965,97,11/13/2025,Ready,23.0
966,4,11/30/2025,Ready,32.0
967,81,11/27/2025,Ready,5.0
968,2,11/16/2025,Cancelled,6.0
969,32,12/5/2025,Ready,11.0
970,99,11/24/2025,Ready,4.0
971,26,12/1/2025,Cancelled,4.0
972,6,12/6/2025,Ready,20.0
973,19,11/29/2025,Ready,4.0
974,46,11/14/2025,Ready,5.0
975,28,12/9/2025,Ready,8.0
976,5,11/27/2025,Ready,22.0
977,95,12/8/2025,Cancelled,32.0
978,53,12/10/2025,Ready,11.0
979,80,11/13/2025,Ready,8.0
980,9,11/21/2025,Ready,9.0
981,81,11/29/2025,Ready,14.0
982,19,11/17/2025,Ready,4.0
983,48,11/16/2025,Cancelled,25.0
984,64,11/26/2025,Ready,13.0
985,34,11/25/2025,Ready,21.0
986,85,11/23/2025,Ready,27.0
987,8,11/16/2025,Ready,8.0
988,61,11/11/2025,Ready,6.0
989,88,11/28/2025,Ready,6.0
990,58,11/29/2025,Cancelled,8.0
991,19,12/6/2025,Ready,6.0
992,64,11/17/2025,Cancelled,7.0
993,18,11/20/2025,Ready,17.0
994,79,11/16/2025,Ready,5.0
995,55,12/6/2025,Cancelled,6.0
996,16,11/26/2025,Ready,27.0
997,39,12/5/2025,Ready,7.0
998,45,11/24/2025,Cancelled,16.0
999,40,11/11/2025,Ready,6.0
1000,88,12/6/2025,Ready,15.0
