log_id,ingredient_id,shift_id,change date,change type,quantity changed
659,75,907,12/3/2025,Usage,5.79
660,84,765,11/26/2025,Purchase,6.27
661,16,305,12/1/2025,Usage,0.79
662,115,161,11/23/2025,Usage,1.79
663,64,377,12/1/2025,Usage,2.68
664,100,912,11/15/2025,Usage,3.0
665,19,217,12/7/2025,Usage,0.86
666,5,73,11/14/2025,Usage,1.18
667,35,656,11/24/2025,Usage,1.98
668,3,854,11/30/2025,Usage,0.84
669,58,834,12/9/2025,Usage,4.7
670,81,355,11/13/2025,Purchase,2.44
671,43,307,12/4/2025,Usage,1.32
672,47,72,12/6/2025,Usage,4.13
673,85,959,11/23/2025,Usage,3.94
674,108,830,11/21/2025,Usage,3.62
675,106,5,11/25/2025,Usage,1.27
676,34,577,11/12/2025,Purchase,1.71
677,101,949,12/6/2025,Usage,10.0
678,75,387,12/5/2025,Usage,3.34
679,16,625,12/7/2025,Waste,0.54
680,68,674,12/4/2025,Usage,7.04
681,89,336,12/5/2025,Purchase,9.0
682,21,412,12/9/2025,Usage,0.99
683,89,413,11/18/2025,Usage,3.0
684,30,525,11/24/2025,Usage,0.23
685,14,310,11/28/2025,Purchase,0.72
686,104,60,11/21/2025,Usage,3.0
687,85,218,11/11/2025,Usage,3.85
688,91,822,11/29/2025,Usage,6.0
689,103,782,11/14/2025,Usage,6.0
690,3,223,11/29/2025,Usage,1.69
691,26,260,11/13/2025,Usage,1.6
692,109,952,11/28/2025,Usage,4.02
693,15,886,12/3/2025,Usage,0.82
694,103,630,12/10/2025,Usage,2.0
695,42,553,11/11/2025,Purchase,1.4
696,4,364,11/14/2025,Usage,2.12
697,15,875,12/7/2025,Purchase,0.23
698,29,513,12/5/2025,Usage,1.86
699,50,714,11/12/2025,Usage,2.28
700,94,593,11/19/2025,Purchase,2.0
701,39,931,11/23/2025,Usage,0.56
702,12,474,12/4/2025,Usage,0.54
703,51,297,12/2/2025,Usage,4.71
704,81,76,12/1/2025,Usage,1.41
705,38,514,12/7/2025,Waste,1.85
706,81,109,11/24/2025,Usage,6.83
707,94,808,12/10/2025,Usage,1.0
708,113,779,11/21/2025,Purchase,1.13
709,85,257,12/8/2025,Purchase,1.4
710,103,953,12/5/2025,Usage,7.0
711,14,405,11/29/2025,Purchase,0.29
712,89,895,11/18/2025,Usage,5.0
713,5,843,12/7/2025,Usage,0.4
714,94,688,11/12/2025,Usage,4.0
715,56,430,11/26/2025,Purchase,0.62
716,74,664,11/14/2025,Usage,2.74
717,13,430,11/18/2025,Purchase,0.84
718,70,982,12/2/2025,Purchase,2.33
719,53,375,11/20/2025,Usage,2.82
720,112,459,11/14/2025,Usage,1.53
721,114,456,11/29/2025,Usage,1.32
722,63,541,11/20/2025,Purchase,4.31
723,43,519,12/8/2025,Usage,1.14
724,67,916,12/6/2025,Usage,7.65
725,63,613,11/24/2025,Usage,1.44
726,74,472,12/3/2025,Waste,2.86
727,70,870,11/26/2025,Purchase,1.13
728,4,613,11/29/2025,Usage,1.02
729,50,858,11/16/2025,Purchase,0.95
730,77,566,12/7/2025,Usage,0.57
731,73,778,12/2/2025,Usage,3.58
732,110,982,12/5/2025,Purchase,4.37
733,33,336,12/8/2025,Usage,0.36
734,54,819,11/13/2025,Usage,1.99
735,33,730,11/21/2025,Usage,1.03
736,97,788,12/6/2025,Usage,1.0
737,84,666,11/30/2025,Purchase,4.88
738,18,652,11/24/2025,Waste,0.73
739,73,427,11/30/2025,Usage,3.65
740,77,679,12/5/2025,Usage,0.77
741,74,210,11/18/2025,Usage,2.46
742,8,555,11/16/2025,Usage,0.59
743,25,317,12/6/2025,Usage,1.69
744,108,158,11/14/2025,Waste,3.63
745,88,847,12/8/2025,Purchase,10.0
746,96,649,11/26/2025,Usage,3.0
747,70,115,11/13/2025,Usage,3.87
748,89,138,11/21/2025,Usage,8.0
749,111,977,12/5/2025,Usage,3.59
750,2,342,12/9/2025,Usage,0.34
751,71,616,12/2/2025,Usage,3.04
752,46,434,11/20/2025,Usage,1.03
753,49,104,11/21/2025,Usage,3.12
754,90,83,12/1/2025,Usage,8.0
755,27,542,11/29/2025,Purchase,1.7
756,57,388,11/25/2025,Usage,1.82
757,95,54,11/27/2025,Usage,6.0
758,82,656,11/15/2025,Usage,4.5
759,94,556,11/27/2025,Waste,9.0
760,96,889,11/30/2025,Usage,5.0
761,39,373,12/2/2025,Usage,0.5
762,11,808,11/24/2025,Waste,0.46
763,37,614,11/15/2025,Purchase,1.78
764,114,883,11/26/2025,Waste,1.36
765,7,971,12/10/2025,Purchase,2.71
766,59,516,12/8/2025,Usage,3.77
767,78,966,11/25/2025,Usage,4.34
768,87,661,11/17/2025,Usage,5.0
769,2,200,12/6/2025,Waste,1.42
770,85,790,11/19/2025,Usage,7.24
771,6,846,12/6/2025,Usage,0.83
772,31,325,11/21/2025,Usage,0.34
773,4,266,12/6/2025,Purchase,1.43
774,54,383,11/20/2025,Purchase,2.5
775,46,990,11/12/2025,Waste,1.93
776,33,158,12/1/2025,Usage,0.25
777,100,172,11/26/2025,Usage,10.0
778,58,157,12/2/2025,Usage,0.67
779,12,101,11/17/2025,Usage,0.53
780,17,684,12/3/2025,Purchase,0.5
781,15,78,11/11/2025,Purchase,0.6
782,31,855,12/10/2025,Usage,1.84
783,47,68,11/21/2025,Usage,4.96
784,92,881,11/22/2025,Purchase,9.0
785,52,772,12/8/2025,Usage,4.12
786,34,856,11/15/2025,Usage,0.42
787,91,267,12/6/2025,Usage,6.0
788,50,354,11/14/2025,Usage,0.79
789,52,812,11/23/2025,Waste,3.03
790,54,634,12/6/2025,Usage,4.21
791,8,842,12/6/2025,Waste,1.55
792,99,44,11/19/2025,Usage,9.0
793,98,923,11/11/2025,Purchase,7.0
794,115,483,12/9/2025,Usage,1.19
795,88,312,11/16/2025,Usage,3.0
796,101,547,11/11/2025,Usage,10.0
797,85,449,11/29/2025,Usage,0.71
798,86,861,11/16/2025,Purchase,2.98
799,79,291,12/6/2025,Usage,1.45
800,21,933,12/6/2025,Purchase,0.53
801,86,886,12/6/2025,Usage,0.93
802,4,613,11/13/2025,Purchase,1.96
803,72,712,11/27/2025,Usage,1.34
804,46,262,11/16/2025,Usage,2.05
805,36,736,11/21/2025,Usage,1.52
806,112,577,11/14/2025,Purchase,0.61
807,45,495,11/27/2025,Usage,1.66
808,44,317,11/15/2025,Usage,0.33
809,106,821,11/16/2025,Usage,3.5
810,82,125,11/20/2025,Waste,6.88
811,35,536,11/29/2025,Usage,1.99
812,8,471,11/11/2025,Usage,1.12
813,92,369,11/29/2025,Purchase,3.0
814,16,738,12/3/2025,Waste,0.97
815,53,784,11/23/2025,Usage,3.51
816,35,359,11/23/2025,Purchase,0.27
817,27,174,12/6/2025,Usage,1.76
818,111,609,12/9/2025,Usage,1.08
819,109,279,11/25/2025,Usage,4.35
820,29,899,11/25/2025,Usage,0.17
821,55,717,12/5/2025,Usage,2.55
822,7,948,12/1/2025,Usage,1.13
823,4,8,11/11/2025,Purchase,2.33
824,20,931,11/29/2025,Usage,0.23
825,58,481,11/15/2025,Usage,4.48
826,105,768,11/29/2025,Usage,3.04
827,27,663,11/11/2025,Usage,1.03
828,96,923,11/11/2025,Purchase,5.0
829,86,458,11/17/2025,Purchase,7.91
830,14,420,12/2/2025,Usage,0.63
831,113,45,12/8/2025,Usage,1.4
832,79,585,12/5/2025,Usage,7.41
833,29,420,11/26/2025,Usage,0.33
834,111,273,11/18/2025,Usage,2.0
835,18,401,11/12/2025,Usage,0.44
836,95,869,11/11/2025,Usage,8.0
837,21,609,11/20/2025,Usage,0.34
838,63,662,11/24/2025,Purchase,2.02
839,116,583,12/7/2025,Usage,3.44
840,97,731,12/7/2025,Waste,9.0
841,38,362,11/28/2025,Waste,1.55
842,65,276,11/18/2025,Usage,3.14
843,45,625,11/16/2025,Usage,1.67
844,13,595,11/11/2025,Purchase,0.45
845,10,573,11/27/2025,Purchase,0.1
846,20,821,11/24/2025,Usage,0.3
847,4,760,11/13/2025,Usage,2.3
848,66,753,12/2/2025,Usage,4.79
849,54,850,11/12/2025,Waste,0.52
850,34,827,11/29/2025,Purchase,0.25
851,71,290,11/15/2025,Usage,5.48
852,74,6,11/11/2025,Usage,2.23
853,113,454,11/12/2025,Purchase,2.7
854,25,660,11/30/2025,Usage,1.25
855,46,720,12/9/2025,Usage,4.39
856,113,694,11/30/2025,Usage,4.33
857,41,290,11/30/2025,Usage,0.65
858,96,789,11/29/2025,Waste,3.0
859,87,566,11/26/2025,Usage,4.0
860,77,542,11/19/2025,Usage,1.65
861,74,582,12/7/2025,Purchase,6.56
862,60,502,11/21/2025,Usage,1.26
863,41,60,11/28/2025,Usage,1.64
864,38,998,11/21/2025,Usage,2.0
865,21,665,11/23/2025,Purchase,0.39
866,16,29,12/2/2025,Purchase,0.73
867,101,546,11/12/2025,Usage,7.0
868,32,582,11/15/2025,Purchase,1.45
869,13,909,11/16/2025,Usage,0.56
870,17,99,12/6/2025,Usage,0.56
871,115,290,11/27/2025,Usage,4.11
872,82,488,11/16/2025,Usage,6.86
873,115,438,11/28/2025,Usage,2.74
874,94,84,12/7/2025,Purchase,1.0
875,71,239,11/25/2025,Purchase,4.69
876,87,735,11/11/2025,Purchase,4.0
877,53,939,11/16/2025,Usage,3.55
878,17,108,11/15/2025,Usage,0.58
879,15,434,12/7/2025,Usage,0.32
880,54,323,12/10/2025,Usage,3.86
881,6,171,12/10/2025,Purchase,1.78
882,24,679,11/25/2025,Usage,0.99
883,40,701,11/26/2025,Usage,1.07
884,26,344,12/2/2025,Waste,1.68
885,112,569,11/24/2025,Usage,3.14
886,115,688,11/20/2025,Waste,1.98
887,19,989,11/25/2025,Usage,0.14
888,37,409,11/17/2025,Usage,1.39
889,101,353,11/28/2025,Usage,3.0
890,38,945,11/30/2025,Purchase,1.02
891,111,236,11/21/2025,Usage,4.08
892,59,942,11/13/2025,Usage,1.44
893,103,823,12/1/2025,Purchase,8.0
894,84,130,12/4/2025,Usage,6.08
895,80,10,11/20/2025,Usage,2.58
896,96,514,12/8/2025,Usage,4.0
897,83,197,11/18/2025,Usage,5.28
898,82,489,11/29/2025,Waste,4.76
899,70,630,12/5/2025,Usage,3.86
900,46,524,12/1/2025,Waste,3.11
901,28,33,11/23/2025,Usage,1.67
902,77,826,12/9/2025,Usage,1.67
903,38,850,11/16/2025,Usage,0.36
904,12,653,11/21/2025,Usage,0.18
905,22,794,11/25/2025,Purchase,0.97
906,112,606,12/4/2025,Waste,3.42
907,14,166,11/21/2025,Usage,0.96
908,74,544,12/5/2025,Usage,0.53
909,103,287,11/30/2025,Usage,3.0
910,46,969,11/23/2025,Usage,1.65
911,28,379,12/5/2025,Usage,1.07
912,34,903,12/6/2025,Usage,1.55
913,105,152,11/16/2025,Waste,4.55
914,85,468,12/1/2025,Purchase,4.95
915,11,315,11/11/2025,Usage,0.54
916,20,310,11/25/2025,Usage,0.92
917,109,850,12/7/2025,Usage,2.17
918,11,995,12/8/2025,Usage,0.17
919,87,850,11/22/2025,Usage,8.0
920,43,142,11/23/2025,Usage,1.97
921,13,650,11/25/2025,Waste,0.68
922,21,383,12/3/2025,Purchase,0.36
923,47,500,12/7/2025,Usage,4.59
924,42,168,11/25/2025,Usage,1.0
925,20,734,11/23/2025,Usage,0.32
926,54,295,11/19/2025,Usage,2.43
927,24,613,11/23/2025,Usage,0.15
928,78,878,11/12/2025,Waste,7.11
929,89,942,11/15/2025,Purchase,4.0
930,70,833,11/13/2025,Usage,1.5
931,10,48,11/19/2025,Waste,0.09
932,116,724,11/20/2025,Purchase,1.51
933,6,224,11/17/2025,Purchase,2.45
934,55,157,11/13/2025,Usage,3.1
935,61,370,12/8/2025,Usage,2.61
936,77,178,11/19/2025,Waste,5.4
937,77,247,12/10/2025,Purchase,2.29
938,15,586,12/9/2025,Usage,0.83
939,109,148,12/8/2025,Usage,1.81
940,82,651,11/23/2025,Usage,1.47
941,5,610,12/8/2025,Usage,0.35
942,110,987,12/2/2025,Purchase,2.03
943,105,615,11/12/2025,Purchase,3.33
944,33,31,11/20/2025,Usage,1.79
945,68,457,12/10/2025,Usage,5.43
946,82,894,11/17/2025,Usage,6.7
947,74,666,11/11/2025,Waste,3.66
948,102,925,11/12/2025,Usage,3.0
949,17,534,11/13/2025,Purchase,0.85
950,6,464,12/9/2025,Usage,1.46
951,56,799,11/13/2025,Usage,0.5
952,83,987,12/7/2025,Usage,0.56
953,34,328,12/6/2025,Usage,0.81
954,104,811,12/5/2025,Purchase,8.0
955,39,126,11/17/2025,Waste,1.34
956,4,142,11/22/2025,Usage,0.44
957,26,854,11/22/2025,Waste,1.44
958,102,737,11/24/2025,Usage,9.0
959,66,815,11/30/2025,Purchase,1.47
960,91,655,11/13/2025,Usage,2.0
961,30,730,12/10/2025,Waste,0.79
962,109,348,12/5/2025,Purchase,2.57
963,4,794,12/5/2025,Usage,2.19
964,68,182,11/26/2025,Usage,6.0
965,42,246,12/10/2025,Usage,1.03
966,104,676,11/16/2025,Usage,2.0
967,79,695,11/13/2025,Purchase,1.78
968,97,454,11/27/2025,Usage,1.0
969,20,542,12/7/2025,Usage,0.71
970,23,429,12/6/2025,Usage,0.32
971,37,48,12/3/2025,Usage,1.72
972,89,446,11/13/2025,Usage,8.0
973,12,436,11/12/2025,Usage,0.37
974,27,169,11/24/2025,Usage,1.96
975,32,700,12/6/2025,Usage,1.87
976,36,365,11/26/2025,Purchase,1.37
977,27,76,11/28/2025,Usage,1.14
978,99,424,11/13/2025,Purchase,9.0
979,92,515,12/10/2025,Purchase,8.0
980,96,876,11/27/2025,Usage,9.0
981,109,879,11/16/2025,Usage,2.5
982,90,549,12/6/2025,Purchase,6.0
983,85,592,11/17/2025,Usage,6.15
984,5,107,12/7/2025,Usage,1.75
985,78,44,11/17/2025,Waste,5.16
986,110,125,12/9/2025,Usage,1.0
987,75,257,11/11/2025,Usage,1.74
988,87,824,11/27/2025,Usage,6.0
989,87,226,11/26/2025,Usage,9.0
990,108,659,11/15/2025,Usage,2.75
991,10,862,12/8/2025,Usage,0.12
992,42,53,11/25/2025,Usage,1.35
993,52,780,11/13/2025,Usage,4.41
994,22,175,12/5/2025,Usage,0.22
995,33,847,12/8/2025,Usage,2.0
996,88,102,11/27/2025,Usage,3.0
997,15,760,11/20/2025,Usage,0.62
998,3,106,12/10/2025,Usage,2.97
999,116,990,11/13/2025,Purchase,2.93
1000,72,483,11/14/2025,Usage,5.15
